SiteCode,Year,SpeciesCode,ReportItem,ReportItemName,Annual
CR7,2017,NO2,3,Low days:,364
CR7,2017,NO2,4,Moderate days:,0
CR7,2017,NO2,5,High days:,0
CR7,2017,NO2,6,Very High days:,0
CR7,2017,NO2,7,Mean: (AQS Objective < 40ug/m3),31
CR7,2017,NO2,7,Annual data capture rate (%):,99
CR7,2017,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR7,2018,NO2,0,Nitrogen Dioxide,-999
CR7,2018,NO2,1,Data capture rate (%):,100
CR7,2018,NO2,2,Hourly max (ug/m3):,106.7
CR7,2018,NO2,3,Low days:,365
CR7,2018,NO2,4,Moderate days:,0
CR7,2018,NO2,5,High days:,0
CR7,2018,NO2,6,Very High days:,0
CR7,2018,NO2,7,Mean: (AQS Objective < 40ug/m3),31
CR7,2018,NO2,7,Annual data capture rate (%):,100
CR7,2018,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR7,2019,NO2,0,Nitrogen Dioxide,-999
CR7,2019,NO2,1,Data capture rate (%):,99
CR7,2019,NO2,2,Hourly max (ug/m3):,103.2
CR7,2019,NO2,3,Low days:,363
CR7,2019,NO2,4,Moderate days:,0
CR7,2019,NO2,5,High days:,0
CR7,2019,NO2,6,Very High days:,0
CR7,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),29
CR7,2019,NO2,7,Annual data capture rate (%):,99
CR7,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR7,2020,NO2,0,Nitrogen Dioxide,-999
CR7,2020,NO2,1,Data capture rate (%):,99
CR7,2020,NO2,2,Hourly max (ug/m3):,95.4
CR7,2020,NO2,3,Low days:,364
CR7,2020,NO2,4,Moderate days:,0
CR7,2020,NO2,5,High days:,0
CR7,2020,NO2,6,Very High days:,0
CR7,2020,NO2,7,Mean: (AQS Objective < 40ug/m3),24
CR7,2020,NO2,7,Annual data capture rate (%):,100
CR7,2020,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR7,2021,NO2,0,Nitrogen Dioxide,-999
CR7,2021,NO2,1,Data capture rate (%):,99
CR7,2021,NO2,2,Hourly max (ug/m3):,108.7
CR7,2021,NO2,3,Low days:,363
CR7,2021,NO2,4,Moderate days:,0
CR7,2021,NO2,5,High days:,0
CR7,2021,NO2,6,Very High days:,0
CR7,2021,NO2,7,Mean: (AQS Objective < 40ug/m3),26
CR7,2021,NO2,7,Annual data capture rate (%):,99
CR7,2021,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR7,2022,NO2,0,Nitrogen Dioxide,-999
CR7,2022,NO2,1,Data capture rate (%):,39
CR7,2022,NO2,2,Hourly max (ug/m3):,95.9
CR7,2022,NO2,3,Low days:,143
CR7,2022,NO2,4,Moderate days:,0
CR7,2022,NO2,5,High days:,0
CR7,2022,NO2,6,Very High days:,0
CR7,2022,NO2,7,Mean: (AQS Objective < 40ug/m3),27
CR7,2022,NO2,7,Annual data capture rate (%):,39
CR7,2022,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR7,2023,NO2,0,Nitrogen Dioxide,-999
CR7,2023,NO2,1,Data capture rate (%):,77
CR7,2023,NO2,2,Hourly max (ug/m3):,78.4
CR7,2023,NO2,3,Low days:,283
CR7,2023,NO2,4,Moderate days:,0
CR7,2023,NO2,5,High days:,0
CR7,2023,NO2,6,Very High days:,0
CR7,2023,NO2,7,Mean: (AQS Objective < 40ug/m3),19
CR7,2023,NO2,7,Annual data capture rate (%):,77
CR7,2023,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR7,2024,NO2,0,Nitrogen Dioxide,-999
CR7,2024,NO2,1,Data capture rate (%):,72
CR7,2024,NO2,2,Hourly max (ug/m3):,72.9
CR7,2024,NO2,3,Low days:,262
CR7,2024,NO2,4,Moderate days:,0
CR7,2024,NO2,5,High days:,0
CR7,2024,NO2,6,Very High days:,0
CR7,2024,NO2,7,Mean: (AQS Objective < 40ug/m3),17
CR7,2024,NO2,7,Annual data capture rate (%):,72
CR7,2024,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR8,2014,PM25,0,PM2.5 Particulates,-999
CR8,2014,PM25,1,Data capture rate (%):,1
CR8,2014,PM25,2,Hourly mean (ug/m3):,11.9
CR8,2014,PM25,3,Low days:,3
CR8,2014,PM25,4,Moderate days:,0
CR8,2014,PM25,5,High days:,0
CR8,2014,PM25,6,Very High days:,0
CR8,2014,PM25,7,Mean: (AQS Objective < 25ug/m3),-999
CR8,2015,PM25,0,PM2.5 Particulates,-999
CR8,2015,PM25,1,Data capture rate (%):,67
CR8,2015,PM25,2,Hourly mean (ug/m3):,20.5
CR8,2015,PM25,3,Low days:,239
CR8,2015,PM25,4,Moderate days:,4
CR8,2015,PM25,5,High days:,0
CR8,2015,PM25,6,Very High days:,0
CR8,2015,PM25,7,Mean: (AQS Objective < 25ug/m3),12
CR8,2016,PM25,0,PM2.5 Particulates,-999
CR8,2016,PM25,1,Data capture rate (%):,68
CR8,2016,PM25,2,Hourly mean (ug/m3):,33
CR8,2016,PM25,3,Low days:,233
CR8,2016,PM25,4,Moderate days:,3
CR8,2016,PM25,5,High days:,2
CR8,2016,PM25,6,Very High days:,2
CR8,2016,PM25,7,Mean: (AQS Objective < 25ug/m3),15
CR8,2017,PM25,0,PM2.5 Particulates,-999
CR8,2017,PM25,1,Data capture rate (%):,98
CR8,2017,PM25,2,Hourly mean (ug/m3):,21.9
CR8,2017,PM25,3,Low days:,352
CR8,2017,PM25,4,Moderate days:,3
CR8,2017,PM25,5,High days:,2
CR8,2017,PM25,6,Very High days:,0
CR8,2017,PM25,7,Mean: (AQS Objective < 25ug/m3),12
CR8,2018,PM25,0,PM2.5 Particulates,-999
CR8,2018,PM25,1,Data capture rate (%):,94
CR8,2018,PM25,2,Hourly mean (ug/m3):,21.3
CR8,2018,PM25,3,Low days:,333
CR8,2018,PM25,4,Moderate days:,3
CR8,2018,PM25,5,High days:,1
CR8,2018,PM25,6,Very High days:,0
CR8,2018,PM25,7,Mean: (AQS Objective < 25ug/m3),11
CR8,2019,PM25,0,PM2.5 Particulates,-999
CR8,2019,PM25,1,Data capture rate (%):,99
CR8,2019,PM25,2,Hourly mean (ug/m3):,19.3
CR8,2019,PM25,3,Low days:,356
CR8,2019,PM25,4,Moderate days:,7
CR8,2019,PM25,5,High days:,0
CR8,2019,PM25,6,Very High days:,0
CR8,2019,PM25,7,Mean: (AQS Objective < 25ug/m3),10
CR8,2020,PM25,0,PM2.5 Particulates,-999
CR8,2020,PM25,1,Data capture rate (%):,94
CR8,2020,PM25,2,Hourly mean (ug/m3):,19.1
CR8,2020,PM25,3,Low days:,339
CR8,2020,PM25,4,Moderate days:,3
CR8,2020,PM25,5,High days:,0
CR8,2020,PM25,6,Very High days:,0
CR8,2020,PM25,7,Mean: (AQS Objective < 25ug/m3),9
CR8,2021,PM25,0,PM2.5 Particulates,-999
CR8,2021,PM25,1,Data capture rate (%):,87
CR8,2021,PM25,2,Hourly mean (ug/m3):,19.5
CR8,2021,PM25,3,Low days:,315
CR8,2021,PM25,4,Moderate days:,2
CR8,2021,PM25,5,High days:,0
CR8,2021,PM25,6,Very High days:,0
CR8,2021,PM25,7,Mean: (AQS Objective < 25ug/m3),9
CR8,2022,PM25,0,PM2.5 Particulates,-999
CR8,2022,PM25,1,Data capture rate (%):,69
CR8,2022,PM25,2,Hourly mean (ug/m3):,19
CR8,2022,PM25,3,Low days:,247
CR8,2022,PM25,4,Moderate days:,2
CR8,2022,PM25,5,High days:,0
CR8,2022,PM25,6,Very High days:,0
CR8,2022,PM25,7,Mean: (AQS Objective < 25ug/m3),10
CR8,2023,PM25,0,PM2.5 Particulates,-999
CR8,2023,PM25,1,Data capture rate (%):,95
CR8,2023,PM25,2,Hourly mean (ug/m3):,15.8
CR8,2023,PM25,3,Low days:,343
CR8,2023,PM25,4,Moderate days:,1
CR8,2023,PM25,5,High days:,1
CR8,2023,PM25,6,Very High days:,0
CR8,2023,PM25,7,Mean: (AQS Objective < 25ug/m3),8
CR8,2024,PM25,0,PM2.5 Particulates,-999
CR8,2024,PM25,1,Data capture rate (%):,70
CR8,2024,PM25,2,Hourly mean (ug/m3):,11.9
CR8,2024,PM25,3,Low days:,255
CR8,2024,PM25,4,Moderate days:,0
CR8,2024,PM25,5,High days:,0
CR8,2024,PM25,6,Very High days:,0
CR8,2024,PM25,7,Mean: (AQS Objective < 25ug/m3),6
CR9,2015,NO2,0,Nitrogen Dioxide,-999
CR9,2015,NO2,1,Data capture rate (%):,1
CR9,2015,NO2,2,Hourly max (ug/m3):,99.6
CR9,2015,NO2,3,Low days:,2
CR9,2015,NO2,4,Moderate days:,0
CR9,2015,NO2,5,High days:,0
CR9,2015,NO2,6,Very High days:,0
CR9,2015,NO2,7,Mean: (AQS Objective < 40ug/m3),28
CR9,2015,NO2,7,Annual data capture rate (%):,1
CR9,2015,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR9,2015,PM10,0,PM10 Particulates,-999
CR9,2015,PM10,1,Data capture rate (%):,4
CR9,2015,PM10,2,Hourly mean (ug/m3):,33.8
CR9,2015,PM10,3,Low days:,13
CR9,2015,PM10,4,Moderate days:,0
CR9,2015,PM10,5,High days:,0
CR9,2015,PM10,6,Very High days:,0
CR9,2015,PM10,7,Mean: (AQS Objective < 40ug/m3),19
CR9,2015,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
CR9,2015,PM10,7,Annual data capture rate (%):,4
CR9,2016,NO2,0,Nitrogen Dioxide,-999
CR9,2016,NO2,1,Data capture rate (%):,75
CR9,2016,NO2,2,Hourly max (ug/m3):,231.6
CR9,2016,NO2,3,Low days:,270
CR9,2016,NO2,4,Moderate days:,7
CR9,2016,NO2,5,High days:,0
CR9,2016,NO2,6,Very High days:,0
CR9,2016,NO2,7,Mean: (AQS Objective < 40ug/m3),56
CR9,2016,NO2,7,Annual data capture rate (%):,75
CR9,2016,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),14
CR9,2016,PM10,0,PM10 Particulates,-999
CR9,2016,PM10,1,Data capture rate (%):,71
CR9,2016,PM10,2,Hourly mean (ug/m3):,35.6
CR9,2016,PM10,3,Low days:,257
CR9,2016,PM10,4,Moderate days:,3
CR9,2016,PM10,5,High days:,0
CR9,2016,PM10,6,Very High days:,0
CR9,2016,PM10,7,Mean: (AQS Objective < 40ug/m3),22
CR9,2016,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),3
CR9,2016,PM10,7,Annual data capture rate (%):,71
CR9,2017,NO2,0,Nitrogen Dioxide,-999
CR9,2017,NO2,1,Data capture rate (%):,100
CR9,2017,NO2,2,Hourly max (ug/m3):,200.4
CR9,2017,NO2,3,Low days:,365
CR9,2017,NO2,4,Moderate days:,0
CR9,2017,NO2,5,High days:,0
CR9,2017,NO2,6,Very High days:,0
CR9,2017,NO2,7,Mean: (AQS Objective < 40ug/m3),45
CR9,2017,NO2,7,Annual data capture rate (%):,100
CR9,2017,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR9,2017,PM10,0,PM10 Particulates,-999
CR9,2017,PM10,1,Data capture rate (%):,89
CR9,2017,PM10,2,Hourly mean (ug/m3):,32.2
CR9,2017,PM10,3,Low days:,315
CR9,2017,PM10,4,Moderate days:,4
CR9,2017,PM10,5,High days:,0
CR9,2017,PM10,6,Very High days:,0
CR9,2017,PM10,7,Mean: (AQS Objective < 40ug/m3),20
CR9,2017,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),4
CR9,2017,PM10,7,Annual data capture rate (%):,89
CR9,2018,NO2,0,Nitrogen Dioxide,-999
CR9,2018,NO2,1,Data capture rate (%):,100
CR9,2018,NO2,2,Hourly max (ug/m3):,163.1
CR9,2018,NO2,3,Low days:,365
CR9,2018,NO2,4,Moderate days:,0
CR9,2018,NO2,5,High days:,0
CR9,2018,NO2,6,Very High days:,0
CR9,2018,NO2,7,Mean: (AQS Objective < 40ug/m3),41
CR9,2018,NO2,7,Annual data capture rate (%):,100
CR9,2018,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR9,2018,PM10,0,PM10 Particulates,-999
CR9,2018,PM10,1,Data capture rate (%):,92
CR9,2018,PM10,2,Hourly mean (ug/m3):,34.4
CR9,2018,PM10,3,Low days:,330
CR9,2018,PM10,4,Moderate days:,1
CR9,2018,PM10,5,High days:,0
CR9,2018,PM10,6,Very High days:,0
CR9,2018,PM10,7,Mean: (AQS Objective < 40ug/m3),21
CR9,2018,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),1
CR9,2018,PM10,7,Annual data capture rate (%):,92
CR9,2019,NO2,0,Nitrogen Dioxide,-999
CR9,2019,NO2,1,Data capture rate (%):,92
CR9,2019,NO2,2,Hourly max (ug/m3):,187.9
CR9,2019,NO2,3,Low days:,333
CR9,2019,NO2,4,Moderate days:,0
CR9,2019,NO2,5,High days:,0
CR9,2019,NO2,6,Very High days:,0
CR9,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),44
CR9,2019,NO2,7,Annual data capture rate (%):,92
CR9,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR9,2019,PM10,0,PM10 Particulates,-999
CR9,2019,PM10,1,Data capture rate (%):,87
CR9,2019,PM10,2,Hourly mean (ug/m3):,35.9
CR9,2019,PM10,3,Low days:,305
CR9,2019,PM10,4,Moderate days:,7
CR9,2019,PM10,5,High days:,0
CR9,2019,PM10,6,Very High days:,0
CR9,2019,PM10,7,Mean: (AQS Objective < 40ug/m3),22
CR9,2019,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),8
CR9,2019,PM10,7,Annual data capture rate (%):,87
CR9,2020,NO2,0,Nitrogen Dioxide,-999
CR9,2020,NO2,1,Data capture rate (%):,9
CR9,2020,NO2,2,Hourly max (ug/m3):,136.2
CR9,2020,NO2,3,Low days:,33
CR9,2020,NO2,4,Moderate days:,0
CR9,2020,NO2,5,High days:,0
CR9,2020,NO2,6,Very High days:,0
CR9,2020,NO2,7,Mean: (AQS Objective < 40ug/m3),36
CR9,2020,NO2,7,Annual data capture rate (%):,9
CR9,2020,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CR9,2020,PM10,0,PM10 Particulates,-999
CR9,2020,PM10,1,Data capture rate (%):,9
CR9,2020,PM10,2,Hourly mean (ug/m3):,24.9
CR9,2020,PM10,3,Low days:,33
CR9,2020,PM10,4,Moderate days:,0
CR9,2020,PM10,5,High days:,0
CR9,2020,PM10,6,Very High days:,0
CR9,2020,PM10,7,Mean: (AQS Objective < 40ug/m3),15
CR9,2020,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
CR9,2020,PM10,7,Annual data capture rate (%):,9
CT2,2014,FINE,0,PM2.5 (not reference equiv.),-999
CT2,2014,FINE,1,Data capture rate (%):,92
CT2,2014,FINE,2,Hourly mean (ug/m3):,43.8
CT2,2015,FINE,0,PM2.5 (not reference equiv.),-999
CT2,2015,FINE,1,Data capture rate (%):,47
CT2,2015,FINE,2,Hourly mean (ug/m3):,43.7
CT2,2015,PM25,0,PM2.5 Particulates,-999
CT2,2015,PM25,1,Data capture rate (%):,22
CT2,2015,PM25,2,Hourly mean (ug/m3):,29.1
CT2,2015,PM25,3,Low days:,80
CT2,2015,PM25,4,Moderate days:,1
CT2,2015,PM25,5,High days:,0
CT2,2015,PM25,6,Very High days:,0
CT2,2015,PM25,7,Mean: (AQS Objective < 25ug/m3),17
CT2,2016,PM25,0,PM2.5 Particulates,-999
CT2,2016,PM25,1,Data capture rate (%):,41
CT2,2016,PM25,2,Hourly mean (ug/m3):,29.2
CT2,2016,PM25,3,Low days:,137
CT2,2016,PM25,4,Moderate days:,8
CT2,2016,PM25,5,High days:,0
CT2,2016,PM25,6,Very High days:,0
CT2,2016,PM25,7,Mean: (AQS Objective < 25ug/m3),18
CT2,2017,PM25,0,PM2.5 Particulates,-999
CT2,2017,PM25,1,Data capture rate (%):,96
CT2,2017,PM25,2,Hourly mean (ug/m3):,28.2
CT2,2017,PM25,3,Low days:,325
CT2,2017,PM25,4,Moderate days:,10
CT2,2017,PM25,5,High days:,0
CT2,2017,PM25,6,Very High days:,2
CT2,2017,PM25,7,Mean: (AQS Objective < 25ug/m3),16
CT2,2018,PM25,0,PM2.5 Particulates,-999
CT2,2018,PM25,1,Data capture rate (%):,92
CT2,2018,PM25,2,Hourly mean (ug/m3):,28.6
CT2,2018,PM25,3,Low days:,311
CT2,2018,PM25,4,Moderate days:,10
CT2,2018,PM25,5,High days:,1
CT2,2018,PM25,6,Very High days:,0
CT2,2018,PM25,7,Mean: (AQS Objective < 25ug/m3),16
CT2,2019,PM25,0,PM2.5 Particulates,-999
CT2,2019,PM25,1,Data capture rate (%):,96
CT2,2019,PM25,2,Hourly mean (ug/m3):,26.4
CT2,2019,PM25,3,Low days:,335
CT2,2019,PM25,4,Moderate days:,11
CT2,2019,PM25,5,High days:,0
CT2,2019,PM25,6,Very High days:,0
CT2,2019,PM25,7,Mean: (AQS Objective < 25ug/m3),14
CT2,2020,PM25,0,PM2.5 Particulates,-999
CT2,2020,PM25,1,Data capture rate (%):,72
CT2,2020,PM25,2,Hourly mean (ug/m3):,23.7
CT2,2020,PM25,3,Low days:,250
CT2,2020,PM25,4,Moderate days:,3
CT2,2020,PM25,5,High days:,0
CT2,2020,PM25,6,Very High days:,0
CT2,2020,PM25,7,Mean: (AQS Objective < 25ug/m3),12
CT2,2021,PM25,0,PM2.5 Particulates,-999
CT2,2021,PM25,1,Data capture rate (%):,41
CT2,2021,PM25,2,Hourly mean (ug/m3):,19
CT2,2021,PM25,3,Low days:,141
CT2,2021,PM25,4,Moderate days:,0
CT2,2021,PM25,5,High days:,0
CT2,2021,PM25,6,Very High days:,0
CT2,2021,PM25,7,Mean: (AQS Objective < 25ug/m3),10
CT2,2022,PM25,0,PM2.5 Particulates,-999
CT2,2022,PM25,1,Data capture rate (%):,91
CT2,2022,PM25,2,Hourly mean (ug/m3):,20.9
CT2,2022,PM25,3,Low days:,326
CT2,2022,PM25,4,Moderate days:,3
CT2,2022,PM25,5,High days:,0
CT2,2022,PM25,6,Very High days:,0
CT2,2022,PM25,7,Mean: (AQS Objective < 25ug/m3),12
CT2,2023,PM25,0,PM2.5 Particulates,-999
CT2,2023,PM25,1,Data capture rate (%):,49
CT2,2023,PM25,2,Hourly mean (ug/m3):,20.8
CT2,2023,PM25,3,Low days:,174
CT2,2023,PM25,4,Moderate days:,3
CT2,2023,PM25,5,High days:,0
CT2,2023,PM25,6,Very High days:,0
CT2,2023,PM25,7,Mean: (AQS Objective < 25ug/m3),11
CT3,2014,NO2,0,Nitrogen Dioxide,-999
CT3,2014,NO2,1,Data capture rate (%):,99
CT3,2014,NO2,2,Hourly max (ug/m3):,149.7
CT3,2014,NO2,3,Low days:,365
CT3,2014,NO2,4,Moderate days:,0
CT3,2014,NO2,5,High days:,0
CT3,2014,NO2,6,Very High days:,0
CT3,2014,NO2,7,Mean: (AQS Objective < 40ug/m3),45
CT3,2014,NO2,7,Annual data capture rate (%):,99
CT3,2014,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CT3,2014,PM10,0,PM10 Particulates,-999
CT3,2014,PM10,1,Data capture rate (%):,98
CT3,2014,PM10,2,Hourly mean (ug/m3):,33.9
CT3,2014,PM10,3,Low days:,351
CT3,2014,PM10,4,Moderate days:,5
CT3,2014,PM10,5,High days:,0
CT3,2014,PM10,6,Very High days:,0
CT3,2014,PM10,7,Mean: (AQS Objective < 40ug/m3),20
CT3,2014,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),5
CT3,2014,PM10,7,Annual data capture rate (%):,98
CT3,2015,NO2,0,Nitrogen Dioxide,-999
CT3,2015,NO2,1,Data capture rate (%):,91
CT3,2015,NO2,2,Hourly max (ug/m3):,127
CT3,2015,NO2,3,Low days:,333
CT3,2015,NO2,4,Moderate days:,0
CT3,2015,NO2,5,High days:,0
CT3,2015,NO2,6,Very High days:,0
CT3,2015,NO2,7,Mean: (AQS Objective < 40ug/m3),42
CT3,2015,NO2,7,Annual data capture rate (%):,91
CT3,2015,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CT3,2015,PM10,0,PM10 Particulates,-999
CT3,2015,PM10,1,Data capture rate (%):,99
CT3,2015,PM10,2,Hourly mean (ug/m3):,40.9
CT3,2015,PM10,3,Low days:,358
CT3,2015,PM10,4,Moderate days:,3
CT3,2015,PM10,5,High days:,0
CT3,2015,PM10,6,Very High days:,0
CT3,2015,PM10,7,Mean: (AQS Objective < 40ug/m3),23
CT3,2015,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),3
CT3,2015,PM10,7,Annual data capture rate (%):,99
CT3,2015,PM25,0,PM2.5 Particulates,-999
CT3,2015,PM25,1,Data capture rate (%):,1
CT3,2015,PM25,2,Hourly mean (ug/m3):,17.9
CT3,2015,PM25,3,Low days:,3
CT3,2015,PM25,4,Moderate days:,0
CT3,2015,PM25,5,High days:,0
CT3,2015,PM25,6,Very High days:,0
CT3,2015,PM25,7,Mean: (AQS Objective < 25ug/m3),11
CT3,2016,NO2,0,Nitrogen Dioxide,-999
CT3,2016,NO2,1,Data capture rate (%):,99
CT3,2016,NO2,2,Hourly max (ug/m3):,175.2
CT3,2016,NO2,3,Low days:,362
CT3,2016,NO2,4,Moderate days:,0
CT3,2016,NO2,5,High days:,0
CT3,2016,NO2,6,Very High days:,0
CT3,2016,NO2,7,Mean: (AQS Objective < 40ug/m3),42
CT3,2016,NO2,7,Annual data capture rate (%):,99
CT3,2016,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CT3,2016,PM10,0,PM10 Particulates,-999
CT3,2016,PM10,1,Data capture rate (%):,99
CT3,2016,PM10,2,Hourly mean (ug/m3):,46.1
CT3,2016,PM10,3,Low days:,351
CT3,2016,PM10,4,Moderate days:,10
CT3,2016,PM10,5,High days:,0
CT3,2016,PM10,6,Very High days:,0
CT3,2016,PM10,7,Mean: (AQS Objective < 40ug/m3),25
CT3,2016,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),11
CT3,2016,PM10,7,Annual data capture rate (%):,99
CT3,2016,PM25,0,PM2.5 Particulates,-999
CT3,2016,PM25,1,Data capture rate (%):,87
CT3,2016,PM25,2,Hourly mean (ug/m3):,29.5
CT3,2016,PM25,3,Low days:,298
CT3,2016,PM25,4,Moderate days:,7
CT3,2016,PM25,5,High days:,5
CT3,2016,PM25,6,Very High days:,0
CT3,2016,PM25,7,Mean: (AQS Objective < 25ug/m3),15
CT3,2017,NO2,0,Nitrogen Dioxide,-999
CT3,2017,NO2,1,Data capture rate (%):,99
CT3,2017,NO2,2,Hourly max (ug/m3):,120.2
CT3,2017,NO2,3,Low days:,359
CT3,2017,NO2,4,Moderate days:,0
CT3,2017,NO2,5,High days:,0
CT3,2017,NO2,6,Very High days:,0
CT3,2017,NO2,7,Mean: (AQS Objective < 40ug/m3),38
CT3,2017,NO2,7,Annual data capture rate (%):,99
CT3,2017,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CT3,2017,PM10,0,PM10 Particulates,-999
CT3,2017,PM10,1,Data capture rate (%):,99
CT3,2017,PM10,2,Hourly mean (ug/m3):,42.4
CT3,2017,PM10,3,Low days:,351
CT3,2017,PM10,4,Moderate days:,6
CT3,2017,PM10,5,High days:,1
CT3,2017,PM10,6,Very High days:,0
CT3,2017,PM10,7,Mean: (AQS Objective < 40ug/m3),23
CT3,2017,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),8
CT3,2017,PM10,7,Annual data capture rate (%):,99
CT3,2017,PM25,0,PM2.5 Particulates,-999
CT3,2017,PM25,1,Data capture rate (%):,68
CT3,2017,PM25,2,Hourly mean (ug/m3):,28.6
CT3,2017,PM25,3,Low days:,229
CT3,2017,PM25,4,Moderate days:,8
CT3,2017,PM25,5,High days:,1
CT3,2017,PM25,6,Very High days:,2
CT3,2017,PM25,7,Mean: (AQS Objective < 25ug/m3),15
CT3,2018,NO2,0,Nitrogen Dioxide,-999
CT3,2018,NO2,1,Data capture rate (%):,97
CT3,2018,NO2,2,Hourly max (ug/m3):,96.7
CT3,2018,NO2,3,Low days:,352
CT3,2018,NO2,4,Moderate days:,0
CT3,2018,NO2,5,High days:,0
CT3,2018,NO2,6,Very High days:,0
CT3,2018,NO2,7,Mean: (AQS Objective < 40ug/m3),32
CT3,2018,NO2,7,Annual data capture rate (%):,97
CT3,2018,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CT3,2018,PM10,0,PM10 Particulates,-999
CT3,2018,PM10,1,Data capture rate (%):,97
CT3,2018,PM10,2,Hourly mean (ug/m3):,35.4
CT3,2018,PM10,3,Low days:,348
CT3,2018,PM10,4,Moderate days:,3
CT3,2018,PM10,5,High days:,0
CT3,2018,PM10,6,Very High days:,0
CT3,2018,PM10,7,Mean: (AQS Objective < 40ug/m3),21
CT3,2018,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),3
CT3,2018,PM10,7,Annual data capture rate (%):,97
CT3,2018,PM25,0,PM2.5 Particulates,-999
CT3,2018,PM25,1,Data capture rate (%):,91
CT3,2018,PM25,2,Hourly mean (ug/m3):,29.5
CT3,2018,PM25,3,Low days:,319
CT3,2018,PM25,4,Moderate days:,3
CT3,2018,PM25,5,High days:,1
CT3,2018,PM25,6,Very High days:,0
CT3,2018,PM25,7,Mean: (AQS Objective < 25ug/m3),12
CT3,2019,NO2,0,Nitrogen Dioxide,-999
CT3,2019,NO2,1,Data capture rate (%):,96
CT3,2019,NO2,2,Hourly max (ug/m3):,133.9
CT3,2019,NO2,3,Low days:,349
CT3,2019,NO2,4,Moderate days:,0
CT3,2019,NO2,5,High days:,0
CT3,2019,NO2,6,Very High days:,0
CT3,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),33
CT3,2019,NO2,7,Annual data capture rate (%):,96
CT3,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
CT3,2019,PM10,0,PM10 Particulates,-999
CT3,2019,PM10,1,Data capture rate (%):,98
CT3,2019,PM10,2,Hourly mean (ug/m3):,33.2
CT3,2019,PM10,3,Low days:,350
CT3,2019,PM10,4,Moderate days:,6
CT3,2019,PM10,5,High days:,0
CT3,2019,PM10,6,Very High days:,0
CT3,2019,PM10,7,Mean: (AQS Objective < 40ug/m3),19
CT3,2019,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),7
CT3,2019,PM10,7,Annual data capture rate (%):,98
CT3,2019,PM25,0,PM2.5 Particulates,-999
CT3,2019,PM25,1,Data capture rate (%):,86
CT3,2019,PM25,2,Hourly mean (ug/m3):,30.5
CT3,2019,PM25,3,Low days:,308
CT3,2019,PM25,4,Moderate days:,2
CT3,2019,PM25,5,High days:,0
CT3,2019,PM25,6,Very High days:,0
CT3,2019,PM25,7,Mean: (AQS Objective < 25ug/m3),12
CT3,2020,NO2,0,Nitrogen Dioxide,-999
CT3,2020,NO2,1,Data capture rate (%):,95
CT3,2020,NO2,2,Hourly max (ug/m3):,116.6
CT3,2020,NO2,3,Low days:,348
CT3,2020,NO2,4,Moderate days:,0
CT3,2020,NO2,5,High days:,0
CT3,2020,NO2,6,Very High days:,0
CT3,2020,NO2,7,Mean: (AQS Objective < 40ug/m3),22
CT3,2020,NO2,7,Annual data capture rate (%):,95
